instituição,inep,cidade,company_domain_name,telefone,link_qedu,uf,cidade_encontrada
COLÉGIO SANTO ANJO,41155815,CURITIBA,https://www.colegiosantoanjo.com.br/,http://www.qedu.org.br/escola/278670-colegio-santo-anjo-barigui-ens-fundamental-e-ens-medio/sobre,-,PR,"CURITIBA
 "
FUNDAÇÃO EDUCACIONAL DE LAVRAS,31354848,LAVRAS,https://www.afeesmig.org.br/fundacao-educacional-de-lavras/,https://www.qedu.org.br/escola/269318-colegio-losango-de-lavras/censo-escolar,-,MG,"LAVRAS
 "
ASSOCIAÇÃO PROPAGADORA ESDEVA,,BH,http://www.svdesdeva.com.br/,,(31) 3524-5003,MG,BH
FACULDADES PEQUENO PRÍNCIPE,41544897,CURITIBA,https://faculdadespequenoprincipe.edu.br/,http://www.qedu.org.br/escola/213642-cei-do-hospital-pequeno-principe/sobre,(41) 3310-1500,PR,"CURITIBA
 "
UNIATENEU,23271469,FORTALEZA,https://uniateneu.edu.br/,http://www.qedu.org.br/escola/61726-colegio-ateneu/sobre,0800 006 1717,CE,"FORTALEZA
 "
SECRETARIA MUNICIPAL DE EDUCAÇÃO DE LINHARES,32082380,LINHARES,https://linhares.es.gov.br/secretaria-municipal-de-educacao/,http://qedu.org.br/escola/286235-escola-de-educacao-basica-cep-educacional/sobre,-,ES,"LINHARES
 "
COLÉGIO VISCONDE DE PORTO SEGURO,35162243,SÃO PAULO,https://www.portoseguro.org.br/,http://www.qedu.org.br/escola/204726-visconde-de-porto-seguro-colegio-unidade-iii/sobre,-,SP,"SÃO PAULO
 "
CAMINO EDUCATION,35133991,SÃO PAULO,https://caminoeducation.com/,https://www.qedu.org.br/escola/185433-ce-caminho-aberto/censo-escolar,(11) 98554-5711,SP,"SÃO PAULO
 "
UNIVERSIDADE LA SALLE,43105084,PORTO ALEGRE,https://www.unilasalle.edu.br/canoas,http://www.qedu.org.br/escola/218881-colegio-la-salle-santo-antonio/sobre,(51) 3476-8500,RS,"PORTO ALEGRE
 "
SINDICATO DAS ENT MANT DE EST DE EDUC SUP DO ESTADO DE GOIÁS,52034275,GOIÂNIA,http://www.semesg.org.br/,http://www.qedu.org.br/escola/242857-colegio-de-aplicacao-do-instituto-de-educacao-de-goias/censo-escolar,-,GO,"GOIÂNIA
 "
UNIP,,SÃO PAULO,https://www.unip.br/,https://www.qedu.org.br/escola/276745-universidade-paulista-unip-campus-paraiso-vergueiro/sobre,-,SP,"SÃO PAULO
 "
ESCOLA CARLITOS,35131891,SÃO PAULO,https://www.escolacarlitos.com.br/,http://qedu.org.br/escola/211598-carlitos-escola-unidade-i/sobre,(11) 3662-9591,SP,"SÃO PAULO
 "
COLÉGIO APOIO LTDA.,29178223,SALVADOR,https://www.jusbrasil.com.br/topicos/47649679/colegio-apoio-ltda,http://qedu.org.br/escola/126093-colegio-apoio-vilas/sobre,(71) 3379-0191,BA,"LAURO DE FREITAS
 "
FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - UNIFEOB,,SÃO JOÃO DA BOA VISTA,https://unifeob.edu.br/,https://qedu.org.br/escola/272564-centro-universitario-fundacao-de-ensino-octavio-bastos-unifeob/sobre,-,SP,"SÃO JOÃO DA BOA VISTA
 "
GRUPO SEB,35140430,RIBEIRÃO PRETO,https://sebsa.com.br/,http://www.qedu.org.br/escola/189400-seb-coc-unidade-portugal/censo-escolar,(16) 3603-9500,SP,"RIBEIRÃO PRETO
 "
COLÉGIO SANTO AMERICO,35105600,SÃO PAULO,https://www.santoamerico.org.br/,http://www.qedu.org.br/escola/208387-colegio-santo-americo/sobre,(11) 4084-1888,SP,"SÃO PAULO
 "
COLÉGIO IMPERATRIZ DONA LEOPOLDINA,41100700,COLÔNIA VITÓRIA (GUARAPUAVA),https://www.colegioimperatriz.net.br/,http://qedu.org.br/escola/239602-colegio-imperatriz-dona-leopoldina/sobre,(42) 3625-8356,PR,"GUARAPUAVA
 "
BENQ,35118928,SÃO PAULO,https://www.benq.com/pt-br/suporte/fale-conosco.html,http://www.qedu.org.br/escola/188424-colegio-modulo/sobre,-,SP,"SÃO PAULO
 "
MIRA COMUNICAÇÃO,35118928,SÃO PAULO,https://miracomunica.com.br/,http://www.qedu.org.br/escola/188424-colegio-modulo/sobre,(11) 4563-6004,SP,"SÃO PAULO
 "
SAS,35158525,SÃO PAULO,https://www.prefeitura.sp.gov.br/cidade/secretarias/assistencia_social/assistencia__social/cas/index.php?p=2001,http://www.qedu.org.br/escola/208516-colegio-cerimar/sobre,-,SP,"SÃO PAULO
 "
SESI /ES,32041390,VITÓRIA,https://www.sesies.com.br/,http://www.qedu.org.br/escola/162578-cat-jose-tarquinio-silva/sobre,-,ES,"VITÓRIA
 "
CAMINO EDUCATION,,SALTO,https://www.salto-youth.net/tools/european-training-calendar/training/camino.8547/,,-,SP,SALTO
BENQ,FALSE,SÃO PAULO,https://www.benq.com/pt-br/suporte/fale-conosco.html,FALSE,-,SP,
SOCIEDADE MINEIRA DE CULTURA,31014087,BELO HORIZONTE,https://arquidiocesebh.org.br/arquidiocese/instituicoes/sociedade-mineira-de-cultura/,-,http://www.qedu.org.br/escola/137816-colegio-santa-maria-contagem/sobre,MG,"CONTAGEM
 "
COLÉGIO CHAMINADE,35115496,BAURU,https://www.chaminade.com.br/,(14) 3235-1900,http://www.qedu.org.br/escola/188481-colegio-sao-jose/sobre,SP,"BAURU
 "
MIRA COMUNICAÇÃO,35255497,SÃO PAULO,https://miracomunica.com.br/,(11) 4563-6004,http://qedu.org.br/escola/190934-radioficina-cursos-de-comunicacao/sobre,SP,"SÃO PAULO
 "
FAMINAS,31006513,BELO HORIZONTE,https://www.faminasbh.edu.br/,(31) 2126-3100,http://www.qedu.org.br/escola/138543-colegio-nossa-senhora-da-piedade/sobre,MG,"BELO HORIZONTE
 "
CONTRUTORA COSTA FEITOSA,35144150,ARUJÁ,https://www.costafeitosa.com.br/,(11) 2236-1866,http://www.qedu.org.br/escola/186931-colegio-sion/sobre,SP,"ARUJÁ
 "
ESCOLA EDUQUE,35178020,SÃO PAULO,https://www.escolaeduque.com.br/,(11) 5581-0123,http://www.qedu.org.br/escola/198863-escola-eduque-nova/sobre,SP,"SÃO PAULO
 "
NEWTON,35058531,VOTORANTIM,https://br.linkedin.com/in/newton-martins-30643741,-,http://www.qedu.org.br/escola/211643-emeief-helena-pereira-de-moraes/censo-escolar,SP,"VOTORANTIM
 "
GRUPO EDUCACIONAL BOM JESUS,41127722,CURITIBA,https://www.grupoeducacionalbomjesus.com.br/,-,http://www.qedu.org.br/escola/237906-colegio-bom-jesus-ensino-fundamental-e-medio/sobre,PR,"CURITIBA
 "
SENAI BAHIA,29353203,ILHÉUS,https://www.mundosenai.com.br/escolas/senai-ilheus/,(73) 3222-7070,http://www.qedu.org.br/escola/123026-centro-integrado-de-atividades-sesi-senai/sobre,BA,"CANDEIAS
 "
UNIVERSIDADE VILA VELHA-UVV,32063563,VILA VELHA,https://uvv.br/,(27) 3421-2001,http://www.qedu.org.br/escola/167068-colegio-americano-batista-da-praia-da-costa/sobre,ES,"VILA VELHA
 "
UNIVERSIDADE CATÓLICA DE PERNAMBUCO,26146690,RECIFE,https://portal.unicap.br/,(81) 2119-4000,http://www.qedu.org.br/escola/85515-escola-americana-do-recife/sobre,PE,"RECIFE
 "
UNIVERSIDADE VEIGA DE ALMEIDA,,RIO DE JANEIRO,https://www.uva.br/,(21) 2574-8888,http://qedu.org.br/escola/180849-colegio-veiga-de-almeida/enem,RJ,"RIO DE JANEIRO
 "
COLÉGIO SANTO AMERICO,35105600,SÃO PAULO,https://www.santoamerico.org.br/,(11) 4084-1888,http://www.qedu.org.br/escola/208387-colegio-santo-americo/sobre,SP,"SÃO PAULO
 "
CEM,33026424,ARARUAMA,http://www.cem.g12.br/,(22) 2664-1708,http://www.qedu.org.br/escola/175666-colegio-araruama/sobre,RJ,"ARARUAMA
 "
COLÉGIO DANTE ALIGHIERI,35103524,SÃO PAULO,https://www.colegiodante.com.br/,(11) 3179-4400,http://www.qedu.org.br/escola/190585-colegio-dante-alighieri/sobre,SP,"SÃO PAULO
 "
CNA,35438662,SÃO PAULO,https://www.cna.com.br/,-,http://www.qedu.org.br/escola/213610-fernando-de-almeida-colegio-educacao-infantil-e-fundamental/sobre,SP,"SÃO PAULO
 "
UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,35127115,SÃO CAETANO DO SUL,https://www.uscs.edu.br/,(11) 4239-3200,http://www.qedu.org.br/escola/211815-objetivo-centro-educacional-unidade-de-sao-caetano-do-sul/sobre,SP,"SÃO CAETANO DO SUL
 "
COLÉGIO CRIATIVO,42113130,FLORIANÓPOLIS,https://www.floripacriativo.com.br/,(48) 3248-3704,http://www.qedu.org.br/escola/221695-ce-criativo/sobre,SC,"FLORIANÓPOLIS
 "
TECHNE,35119611,SÃO BERNARDO DO CAMPO,https://www.techne.com.br/,-,https://www.qedu.org.br/escola/182577-colegio-harmonia/censo-escolar,SP,"SÃO BERNARDO DO CAMPO
 "
COLÉGIO SANTA CATARINA,35101175,SÃO PAULO,https://www.santacatarina-sp.com.br/,(11) 2076-9999,http://www.qedu.org.br/escola/187598-colegio-santa-catarina/censo-escolar,SP,"SÃO PAULO
 "
COLÉGIO NOSSA SENHORA DAS NEVES,24057096,NATAL,https://colegiodasneves.com.br/,(84) 3215-7100,http://www.qedu.org.br/escola/73833-colegio-nossa-senhora-das-neves/censo-escolar,RN,"NATAL
 "
SAS,23272430,FORTALEZA,https://saseducacao.com.br/,(85) 3033-8264,http://www.qedu.org.br/escola/65180-colegio-ari-de-sa-cavalcante-sede-aldeota/sobre,CE,"FORTALEZA
 "
COLÉGIO VISCONDE DE PORTO SEGURO,35162243,SÃO PAULO,https://www.portoseguro.org.br/,-,http://www.qedu.org.br/escola/204726-visconde-de-porto-seguro-colegio-unidade-iii/sobre,SP,"SÃO PAULO
 "
COLÉGIO SEPP,35137194,JACAREÍ,https://colegiosepp.com.br/,(12) 3952-6200,http://www.qedu.org.br/escola/185991-saint-exupery-pequeno-principe-colegio-sepp/sobre,SP,"JACAREÍ
 "
BERNOULLI SISTEMA DE ENSINO,31311723,BELO HORIZONTE,https://www.bernoulli.com.br/sistema-de-ensino/,(31) 3029-4949,http://www.qedu.org.br/escola/158679-colegio-bernoulli/sobre,MG,"BELO HORIZONTE
 "
CENTRO UNIVERSITARIO ATENEU - UNIATENEU,23271469,FORTALEZA,https://uniateneu.edu.br/,-,http://www.qedu.org.br/escola/61726-colegio-ateneu/sobre,CE,"FORTALEZA
 "
CENTRO EDUCACIONAL ALVES FARIA,52080129,GOIÂNIA,https://www.unialfa.com.br/,-,http://www.qedu.org.br/escola/241544-centro-educacional-brinquedo-de-crianca/sobre,GO,"GOIÂNIA
 "
MARISTA CENTRO-NORTE,,,,,INVALIDO,,
COLÉGIO VISCONDE DE PORTO SEGURO,35162243,SÃO PAULO,https://www.portoseguro.org.br/,-,http://www.qedu.org.br/escola/204726-visconde-de-porto-seguro-colegio-unidade-iii/sobre,SP,"SÃO PAULO
 "
FUNDAÇÃO SALVADOR ARENA,35228254,SÃO BERNARDO DO CAMPO,http://www.cefsa.org.br/home/,-,https://www.qedu.org.br/escola/193734-em-salvador-arena-doutor/censo-escolar,SP,"ILHABELA
 "
COLÉGIO VISCONDE DE PORTO SEGURO,35162243,SÃO PAULO,https://www.portoseguro.org.br/,-,http://www.qedu.org.br/escola/204726-visconde-de-porto-seguro-colegio-unidade-iii/sobre,SP,"SÃO PAULO
 "
COLÉGIO VISCONDE DE PORTO SEGURO,35162243,SÃO PAULO,https://www.portoseguro.org.br/,-,http://www.qedu.org.br/escola/204726-visconde-de-porto-seguro-colegio-unidade-iii/sobre,SP,"SÃO PAULO
 "
CENTRO UNIVERSITARIO ATENEU - UNIATENEU,23271469,FORTALEZA,https://uniateneu.edu.br/,-,http://www.qedu.org.br/escola/61726-colegio-ateneu/sobre,CE,"FORTALEZA
 "
SENAI BAHIA,29462983,VITÓRIA DA CONQUISTA,https://www.mundosenai.com.br/escolas/senai-vitoria-da-conquista/,(77) 3086-8300,http://www.qedu.org.br/escola/276145-senai-dr-ba/sobre,BA,"VITÓRIA DA CONQUISTA
 "
REDE ALIX,35104097,SÃO PAULO,http://www.redealix.org.br/,(11) 3672-8752,http://www.qedu.org.br/escola/200640-colegio-madre-alix/sobre,SP,"SÃO PAULO
 "
SINERGIA EDUCAÇÃO,33063354,RIO DE JANEIRO,https://www.solutudo.com.br/rj/rio-janeiro/treinamentos/sinergia-educacao-17367769,-,http://www.qedu.org.br/escola/172190-colegio-da-imaculada-conceicao/sobre,RJ,"RIO DE JANEIRO
 "
CENTRO EDUCACIONAL ESTAÇÃO DO APRENDER,33177775,NITEROI,http://estacaodoaprender.com.br/,(21) 3629-5652,https://www.qedu.org.br/escola/281950-centro-educacional-estacao-do-aprender/censo-escolar,RJ,"NITERÓI
 "
CONEXIA,35114947,RIBEIRÃO PRETO,https://conexia.com.br/,(16) 3603-9500,http://www.qedu.org.br/escola/188272-colegio-metodista-de-ribeirao-preto/sobre,SP,"RIBEIRÃO PRETO
 "
SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL,29182581,SALVADOR,http://www.senaicimatec.com.br/,-,http://www.qedu.org.br/escola/126549-colegio-salesiano-do-salvador/sobre,BA,"SALVADOR
 "
CENTRO UNIVERSITÁRIO SÃO CAMILO,35130382,SÃO PAULO,https://saocamilo-sp.br/,0300 017 8585,http://qedu.org.br/escola/189057-sao-camilo-cardeal-motta-unidade-ii-colegio/sobre,SP,"SÃO PAULO
 "
COLÉGIO SANTO AGOSTINHO - BARRA,33065403,RIO DE JANEIRO,http://www.csanl.com.br/,(21) 2438-4900,http://www.qedu.org.br/escola/175985-colegio-santo-agostinho/sobre,RJ,"RIO DE JANEIRO
 "
CAMARGO RODRIGUES ASSESSORIA EM COBRANÇAS,,SÃO PAULO,http://www.camargorodrigues.com.br/,(11) 3371-9144,,SP,SÃO PAULO
FAMINAS,31006513,BELO HORIZONTE,https://www.faminasbh.edu.br/,(31) 2126-3100,http://www.qedu.org.br/escola/138543-colegio-nossa-senhora-da-piedade/sobre,MG,"BELO HORIZONTE
 "
UNIVERSIDADE DE SÃO FRANCISCO - USF,,ITATIBA,https://www.usf.edu.br/institucional/infra.vm?id=74971207,(11) 4534-8000,,SP,ITATIBA
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,41127722,CURITIBA,https://www.pucpr.br/,(41) 3271-1555,http://www.qedu.org.br/escola/237906-colegio-bom-jesus-ensino-fundamental-e-medio/sobre,PR,"CURITIBA
 "
COLÉGIO MARISTA JOÃO PAULO II,53011074,BRASÍLIA,https://colegios.redemarista.org.br/joao-paulo-ii,(61) 3426-4600,http://www.qedu.org.br/escola/242941-colegio-marista-joao-paulo-ii/sobre,DF,"BRASÍLIA
 "
GB PRINT REMARK,35118928,SÃO PAULO,https://br.linkedin.com/company/gb-network-&-print,(11) 5535-1589,http://www.qedu.org.br/escola/188424-colegio-modulo/sobre,SP,"SÃO PAULO
 "
COLÉGIO MARIA ESTER,23073578,FORTALEZA,http://www.cme1.com.br/,-,http://www.qedu.org.br/escola/61452-colegio-maria-ester/sobre,CE,"FORTALEZA
 "
COLÉGIO NOTRE DAME,35102787,SÃO PAULO,http://rainha.notredame.org.br/,(11) 3873-0366,http://www.qedu.org.br/escola/200400-colegio-notre-dame/sobre,SP,"SÃO PAULO
 "
UNIVERSIDADE VEIGA DE ALMEIDA,,RIO DE JANEIRO,https://www.uva.br/,(21) 2574-8888,http://qedu.org.br/escola/180849-colegio-veiga-de-almeida/enem,RJ,"RIO DE JANEIRO
 "
FTD EDUCAÇÃO,35157016,SÃO PAULO,https://ftd.com.br/,-,http://www.qedu.org.br/escola/196965-colegio-saab/sobre,SP,"SÃO PAULO
 "
COLÉGIO NOSSA SENHORA DA PIEDADE,31006513,BELO HORIZONTE,https://www.colegiopiedade.com.br/,(31) 3334-6913,http://www.qedu.org.br/escola/138543-colegio-nossa-senhora-da-piedade/sobre,MG,"BELO HORIZONTE
 "
COLÉGIO INSTITUTO CRISTÃO,41060199,CASTRO,https://www.mackenzie.br/colegios/instituto-cristao-castro,(42) 3232-4224,http://www.qedu.org.br/escola/240402-eemp-colegio-instituto-cristao/sobre,PR,"CASTRO
 "
ISAAC,35168828,CAMPINAS,http://www.isaacbrasil.org.br/congressos.html,-,http://www.qedu.org.br/escola/197838-isaac-newton-escola-unidade-ii/sobre,SP,"SÃO PAULO
 "
FMU - FACULDADES METROPOLITANAS UNIDAS,,SÃO PAULO,https://portal.fmu.br/,-,,SP,SÃO PAULO
INSTITUTO DOM BARRETO,22025740,TERESINA,http://www.dombarreto.g12.br/,(86) 3228-8800,http://qedu.org.br/escola/47901-instituto-dom-barreto/sobre,PI,"TERESINA
 "
,26139618,RECIFE,http://www.recife.pe.gov.br/,-,http://www.qedu.org.br/escola/90264-colegio-militar-do-recife/censo-escolar,PE,"RECIFE
 "
CENTRO UNIVERSITÁRIO SENAI CIMATEC,29460581,SALVADOR,http://www.senaicimatec.com.br/ensino-superior/,(71) 3462-9500,http://www.qedu.org.br/escola/275919-senai-cimatec/censo-escolar,BA,"SALVADOR
 "
CENTRO EUCACIONAL MARGARIDA,33026360,ARARUAMA,http://www.cem.g12.br/,(22) 2664-1708,http://qedu.org.br/escola/175662-ce-margarida/sobre,RJ,"ARARUAMA
 "
LOGICALIS,,SÃO PAULO,https://www.la.logicalis.com/pt-Latam/contato/brasil/,(11) 3573-7300,,SP,SÃO PAULO
UNISAL - CENTRO UNIVERSITÁRIO SALESIANOS,35136876,PRAIA GRANDE,https://unisal.br/,(11) 3649-0200,https://www.qedu.org.br/escola/186541-colegio-universo/sobre,SP,"PRAIA GRANDE
 "
COLÉGIO VISCONE DE PORTO SEGURO,35162243,SÃO PAULO,https://www.portoseguro.org.br/,-,http://www.qedu.org.br/escola/204726-visconde-de-porto-seguro-colegio-unidade-iii/sobre,SP,"SÃO PAULO
 "
SENAI,29465320,LAURO DE FREITAS,https://www.mundosenai.com.br/escolas/senai-lauro-de-freitas/,(71) 3287-8058,http://qedu.org.br/escola/278844-senai-lauro-de-freitas/sobre,BA,"LAURO DE FREITAS
 "
ÂNIMA EDUCAÇÃO,35162516,SÃO PAULO,https://animaeducacao.com.br/,-,http://www.qedu.org.br/escola/203861-escola-anima/sobre,SP,"SÃO PAULO
 "
UNIVERSIDADE METODISTA DE SÃO PAULO,35137972,SÃO PAULO,https://metodista.br/,-,http://www.qedu.org.br/escola/209757-colegio-metodista/censo-escolar,SP,"SÃO BERNARDO DO CAMPO
 "
UNIVERSIDADE PARANAENSE - UNIPAR,41008138,UMUARAMA,https://www.unipar.br/,(44) 3621-2828,https://www.qedu.org.br/escola/237002-escola-sapiens-educacao-infantil-e-ensino-fundamental-sede/censo-escolar,PR,"UMUARAMA
 "
COLÉGIO VISCONDE DE PORTO SEGURO,35136025,VALINHOS,https://www.portoseguro.org.br/unidade/detalhe/valinhos,-,http://www.qedu.org.br/escola/191305-porto-seguro-visconde-colegio-unidade-ii/sobre,SP,"VALINHOS
 "
SENAI MG,31267589,BELO HORIZONTE,http://www7.fiemg.com.br/senai,-,http://www.qedu.org.br/escola/161315-senai-centro-tecnologico-de-eletroeletronica-cesar-rodrigues/sobre,MG,"BELO HORIZONTE
 "
"COLÉGIO SANTO AGOSTINHO, UNIDA",31004651,BELO HORIZONTE,https://bh.santoagostinho.com.br/,(31) 2125-6888,http://www.qedu.org.br/escola/158355-colegio-santo-agostinho/sobre,MG,"BELO HORIZONTE
 "
INSTITUTO PRESBITERIANO MACKENZIE,35103861,SÃO PAULO,https://www.mackenzie.br/,-,http://www.qedu.org.br/escola/182259-mackenzie-colegio-presbiteriano/censo-escolar,SP,"SÃO PAULO
 "
ESCOLA PRESBITERIANA MACKENZIE,35103861,SÃO PAULO,https://www.mackenzie.br/colegios,-,http://www.qedu.org.br/escola/182259-mackenzie-colegio-presbiteriano/censo-escolar,SP,"SÃO PAULO
 "
CENTRO UNIVERSITÁRIO SÃO CAMILO,35130382,SÃO PAULO,https://saocamilo-sp.br/,0300 017 8585,http://qedu.org.br/escola/189057-sao-camilo-cardeal-motta-unidade-ii-colegio/sobre,SP,"SÃO PAULO
 "
AUTÔNOMA,35158483,SÃO PAULO,https://fadisp.com.br/,-,http://www.qedu.org.br/escola/208514-colegio-stockler/sobre,SP,"SÃO PAULO
 "
SENAC,35148957,JUNDIAÍ,https://www.sp.senac.br/senac-jundiai,(11) 3395-2300,http://qedu.org.br/escola/186671-senac-jundiai/sobre,SP,"JUNDIAÍ
 "
ESCOLA PROFISSIONALIZANTE SANT AGOSTINHO,31324663,BELO HORIZONTE,https://bh.santoagostinho.com.br/,(31) 3073-9600,https://www.qedu.org.br/escola/156849-sic-escola-profissionalizante-santo-agostinho/censo-escolar,MG,"BELO HORIZONTE
 "
FUNDAÇÃO DE ROTARIANOS DE SÃO PAULO,35103718,SÃO PAULO,https://www.frsp.org/,-,http://www.qedu.org.br/escola/194013-colegio-rio-branco-unidade-higienopolis/sobre,SP,"SÃO PAULO
 "
COLÉGIO RIACHUELO,43123988,SANTA MARIA,https://colegioriachuelo.com.br/,(55) 3223-4065,https://www.qedu.org.br/escola/233238-colegio-riachuelo/sobre,RS,"SANTA MARIA
 "
ABIEE,,CANOAS,https://www.ulbra.br/canoas/imprensa/noticia/29262/diretor-marcos-fernando-ziemer-assume-presidencia-da-abiee,(12) 3947-1099,,RS,CANOAS
PRIMA,35153436,SÃO JOSÉ DOS CAMPOS,"https://www.glassdoor.com.br/Sal%C3%A1rio/Prima-Software-Brasil-S%C3%A3o-Jos%C3%A9-dos-Campos-Sal%C3%A1rios-EI_IE2609018.0,21_IL.22,41_IC2464122.htm",-,http://qedu.org.br/escola/192205-colegio-luce-prima/sobre,SP,"SÃO JOSÉ DOS CAMPOS
 "
SENAI,29465320,LAURO DE FREITAS,https://www.mundosenai.com.br/escolas/senai-lauro-de-freitas/,(71) 3287-8058,http://qedu.org.br/escola/278844-senai-lauro-de-freitas/sobre,BA,"LAURO DE FREITAS
 "
COLÉGIO DIOCESANO DE CARUARU,26053837,CARUARU,https://diocesanocaruaru.g12.br/,(81) 3721-0833,http://www.qedu.org.br/escola/89367-colegio-diocesano-de-caruaru/sobre,PE,"CARUARU
 "
MAPFRE SEGUROS,35162243,SÃO PAULO,https://www.mapfre.com.br/para-voce/,-,http://www.qedu.org.br/escola/204726-visconde-de-porto-seguro-colegio-unidade-iii/sobre,SP,"SÃO PAULO
 "
COLEGIO NOSSA SENHORA DO CARMO,33042560,TERESÓPOLIS,https://carmotere.com.br/,(21) 2742-2977,http://www.qedu.org.br/escola/169940-colegio-ns-do-carmo/sobre,RJ,"TERESÓPOLIS
 "
COLÉGIO MARIA ESTER 1,23073586,FORTALEZA,http://www.cme1.com.br/,(85) 3295-2317,http://www.qedu.org.br/escola/61453-colegio-maria-ester-1/sobre,CE,"FORTALEZA
 "
COLÉGIO VISCONDE DE PORTO SEGURO,35162243,SÃO PAULO,https://www.portoseguro.org.br/,-,http://www.qedu.org.br/escola/204726-visconde-de-porto-seguro-colegio-unidade-iii/sobre,SP,"SÃO PAULO
 "
COLÉGIO XIX DE MARÇO,31061999,ITAJUBÁ,https://www.xixdemarco.com.br/,(35) 3621-1514,http://www.qedu.org.br/escola/147327-colegio-xix-de-marco/sobre,MG,"ITAJUBÁ
 "
COLÉGIO SANTO ANTÔNIO DE JESUS,29171652,SANTO ANTÔNIO DE JESUS,https://www.coc.com.br/nossas-escolas/colegio-santo-antonio-de-jesus,-,http://qedu.org.br/escola/117356-colegio-santo-antonio-de-jesus/sobre,BA,"SANTO ANTÔNIO DE JESUS
 "
COLÉGIO FUNDAMENTAL LTDA,29488400,LAURO DE FREITAS,https://pt-br.facebook.com/pages/category/Elementary-School/Col%C3%A9gio-Fundamental-Lauro-de-Freitas-427999354032367/,(71) 4113-4806,https://www.qedu.org.br/escola/131216-colegio-fundamental-ltda/sobre,BA,"LAURO DE FREITAS
 "
COLÉGIO VISCONDE DE PORTO SEGURO,35162243,SÃO PAULO,https://www.portoseguro.org.br/,-,http://www.qedu.org.br/escola/204726-visconde-de-porto-seguro-colegio-unidade-iii/sobre,SP,"SÃO PAULO
 "
COLÉGIO VISCONDE DE PORTO SEGURO,35162243,SÃO PAULO,https://www.portoseguro.org.br/,-,http://www.qedu.org.br/escola/204726-visconde-de-porto-seguro-colegio-unidade-iii/sobre,SP,"SÃO PAULO
 "
USJ - SÃO JOSÉ SC,42142547,FLORIANÓPOLIS,https://usj.edu.br/,(48) 3381-0010,http://www.qedu.org.br/escola/217020-centro-educaciaonal-municipal-araucaria/censo-escolar,SC,"SÃO JOSÉ
 "
SESSI-DR/ES,32040067,VITÓRIA,https://www.sesies.com.br/,-,http://www.qedu.org.br/escola/164975-eeem-colegio-estadual-do-espirito-santo/sobre,ES,"VITÓRIA
 "
COLÉGIO VISCONDE DE PORTOS SEGURO,35136025,VALINHOS,https://www.portoseguro.org.br/unidade/detalhe/valinhos,-,http://www.qedu.org.br/escola/191305-porto-seguro-visconde-colegio-unidade-ii/sobre,SP,"VALINHOS
 "
PROVA FÁCIL,31262048,BELO HORIZONTE,https://www.provafacilnaweb.com.br/,(31) 2517-2500,http://www.qedu.org.br/escola/149442-fama-colegio/sobre,MG,"BELO HORIZONTE
 "
MAPLE BEAR GOIÂNIA,52033708,GOIÂNIA,http://www.maplebeargoiania.com.br/,-,http://www.qedu.org.br/escola/251753-colegio-marista-goiania/sobre,GO,"GOIÂNIA
 "
CONSTRUTORA COSTA FEITOSA,35144150,ARUJÁ,https://www.costafeitosa.com.br/,(11) 2236-1866,http://www.qedu.org.br/escola/186931-colegio-sion/sobre,SP,"ARUJÁ
 "
INATEL,31262005,SANTA RITA DO SAPUCAÍ,https://inatel.br/,(35) 3471-9200,https://www.qedu.org.br/escola/149438-instituto-presbiteriano-de-educacao/censo-escolar,MG,"SANTA RITA DO SAPUCAÍ
 "
COLÉGIO GENIUS,35194712,CAMPINAS,https://pt-br.facebook.com/campinascolegiogenius,(19) 3009-5500,http://www.qedu.org.br/escola/182711-colegio-genius/sobre,SP,"CAMPINAS
 "
ESCOLA PRESBITERIANA MACKENZIE,35103861,SÃO PAULO,https://www.mackenzie.br/colegios,-,http://www.qedu.org.br/escola/182259-mackenzie-colegio-presbiteriano/censo-escolar,SP,"SÃO PAULO
 "
CAMINO EDUCATION,35133991,SÃO PAULO,https://caminoeducation.com/,(11) 98554-5711,https://www.qedu.org.br/escola/185433-ce-caminho-aberto/censo-escolar,SP,"SÃO PAULO
 "
B&FUTURE,,SOROCABA,https://globoesporte.globo.com/futebol/times/sao-paulo/noticia/sao-paulo-garante-lideranca-do-grupo-b-do-paulistao-apos-derrota-da-ponte-preta.ghtml,-,,SP,SOROCABA
COLÉGIO FARROUPILHA,43104975,PORTO ALEGRE,https://www.colegiofarroupilha.com.br/,(51) 3455-1858,http://www.qedu.org.br/escola/231686-centro-ens-medio-farroupilha/censo-escolar,RS,"PORTO ALEGRE
 "
COLÉGIO BOM JESUS,41127722,CURITIBA,https://bomjesus.br/,-,http://www.qedu.org.br/escola/237906-colegio-bom-jesus-ensino-fundamental-e-medio/sobre,PR,"CURITIBA
 "
CENTRO UNIVERSITÁRIO UNIHORIZONTES,31004651,BELO HORIZONTE,https://unihorizontes.br/,(31) 3349-2900,http://www.qedu.org.br/escola/158355-colegio-santo-agostinho/sobre,MG,"BELO HORIZONTE
 "
ST NICHOLAS SCHOOL,35126724,SÃO PAULO,https://www.stnicholas.com.br/,(11) 3465-9666,http://qedu.org.br/escola/185735-st-nicholas-escola-anglo-brasileira/sobre,SP,"SÃO PAULO
 "
