company_id,name,sistema_de_ensino_encontrado,company_domain_name,company_owner,city,telefone,country/region,sistema_de_ensino,state/region
5285629502,PRIVEST,,https://www.educandarioprimeirospassos.com.br/,,Extrema,(35) 3435-2027,,COC (Arco),MG
5285522182,PROFMIX,,https://pt-br.facebook.com/ProfMixEI/,Karen Bustamante,Socorro,(19) 3895-7843,,COC (Arco),SP
5285528542,REDE ÚNICA DE EDUCAÇÃO,,https://www.redeunicaeducacao.com.br/,,São José do Rio Preto,(17) 3353-1403,,COC (Arco),SP
5285534743,REP - REDE DE ENSINO PROPOSITO,,https://www.facebook.com/soumaisrep/,Karen Bustamante,Colinas do Tocantins,(63) 3476-1641,,COC (Arco),TO
5285552692,PH3 CENTRO EDUCACIONAL,,https://www.colegioph3.com.br/,Karen Bustamante,Parnamirim,-,,COC (Arco),RN
5285550546,SESC PARANÁ,,https://www.sescpr.com.br/,,Curitiba,-,,COC (Arco),PR
5285524206,SIGMA CURSO E COLÉGIO,,http://sigmacursoecolegio.com.br/,Karen Bustamante,Londrina,(43) 3372-9500,,COC (Arco),PR
5285614424,SISTEMA ALMANAQUE PLATAFORMA,,https://pos.almanaquenutricao.com.br/institucional,,João Pessoa,-,,COC (Arco),PB
5285552700,SORRISO COLEGIO E CURSO,,https://sorriso-colegio-e-curso-geo.webnode.com/,,Petrolina,(87) 3861-5425,,COC (Arco),PE
2835211874,Colégio Soledade,,https://pt-br.facebook.com/soledadepe,Nicole Oliveira,Paulista,(81) 3433-0979,,COC (Arco),PE
5285553999,COLÉGIO DIOCESANO DE GARANHUNS,,http://www.diocesanogaranhuns.com.br/,Karen Bustamante,Garanhuns,(87) 3761-1505,,COC (Arco),PE
